Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err,Depth,Depth_std_err
2007,Northeast US Fall,Dipturus laevis,42.2100938262141,0.331757871469547,-68.0418408951068,0.350039705074387,132.281307513734,18.2244782077209
2008,Northeast US Fall,Dipturus laevis,41.8840523390832,0.232074001115526,-67.5889680098887,0.296999725512655,107.162508436586,17.4151343236336
2009,Northeast US Fall,Dipturus laevis,41.8817838983578,0.215809616465918,-68.0342005678464,0.229030066588466,121.795472649335,17.7098992163861
2010,Northeast US Fall,Dipturus laevis,41.7624919651848,0.176526896166164,-67.9078917743528,0.218696279632054,110.349980787444,14.707871566154
2011,Northeast US Fall,Dipturus laevis,42.1510788843525,0.190417665497386,-68.5931158130296,0.24342762446509,133.068231265242,13.3890973237369
2012,Northeast US Fall,Dipturus laevis,41.9322581096117,0.171656699118753,-68.3056121953703,0.247110247934157,125.100352036066,12.8487351060605
2013,Northeast US Fall,Dipturus laevis,41.9281132385736,0.185462288907324,-68.2285279429566,0.211184501562625,135.406867797164,13.3797895956387
2014,Northeast US Fall,Dipturus laevis,42.0970393314618,0.205373756093068,-68.4518341622871,0.242160612600906,143.612813404983,14.1429431845159
2015,Northeast US Fall,Dipturus laevis,42.4562343389616,0.20078063866871,-67.8200465898717,0.223377953656359,163.096018186344,14.0178350624628
1967,Northeast US Fall,Enchelyopus cimbrius,41.8502138915094,NaN,-68.94349375,NaN,165.367924528302,NaN
1968,Northeast US Fall,Enchelyopus cimbrius,40.476063982659,NaN,-71.4201955317919,NaN,73.4335260115607,NaN
1969,Northeast US Fall,Enchelyopus cimbrius,40.9936494694105,0.809627744089778,-71.1768372607973,0.380670658266555,78.3155969257526,7.63672893061773
1970,Northeast US Fall,Enchelyopus cimbrius,42.9875589367428,0.569886449191529,-67.8259626465653,0.226419521304649,139.949273717716,21.8935610168696
1971,Northeast US Fall,Enchelyopus cimbrius,42.4356497368421,NaN,-70.2858211,NaN,74.4631578947368,NaN
1972,Northeast US Fall,Enchelyopus cimbrius,41.9295582742301,0.264277622079911,-69.9580045093468,0.377866397817999,130.694709189042,22.3165973452354
1973,Northeast US Fall,Enchelyopus cimbrius,41.8811369581976,0.0460415412739193,-68.7200833147176,0.332637150151318,166.924545287226,2.3176620754545
1974,Northeast US Fall,Enchelyopus cimbrius,42.2932118682173,0.773169608252891,-70.3303506121942,0.241711462206688,85.5400255959046,60.1265488164436
1975,Northeast US Fall,Enchelyopus cimbrius,42.4356497368421,NaN,-70.2858211,NaN,74.4631578947368,NaN
1976,Northeast US Fall,Enchelyopus cimbrius,42.6380521598962,0.289371836440258,-69.1773958251712,0.608457949810926,141.120348949036,29.9478543271994
1977,Northeast US Fall,Enchelyopus cimbrius,42.3401534095281,0.287662907378102,-69.5404450494133,0.52744008830265,112.227871485539,16.9084523598067
1978,Northeast US Fall,Enchelyopus cimbrius,42.5740676546387,0.231101535120249,-69.7846572789149,0.31938048630251,103.664305245492,16.4630904424171
1979,Northeast US Fall,Enchelyopus cimbrius,42.5403911601869,0.397613714142262,-69.3932943574142,0.274468464263063,126.794851540422,18.501466558689
1980,Northeast US Fall,Enchelyopus cimbrius,42.667281094436,0.214954958528246,-69.2080419089309,0.39477259293303,149.513273812406,19.0940842696436
1981,Northeast US Fall,Enchelyopus cimbrius,43.2494221549711,0.249507476157172,-69.2113433504257,0.354183353671701,131.236743531234,18.1028775397178
1982,Northeast US Fall,Enchelyopus cimbrius,NaN,NaN,NaN,NaN,NaN,NaN
1983,Northeast US Fall,Enchelyopus cimbrius,42.23529969717,0.41387690080583,-69.7165558660501,0.272554773572989,113.718986554856,18.7952691419678
1984,Northeast US Fall,Enchelyopus cimbrius,42.371864585714,0.456984008221847,-69.6001099201448,0.499715087934055,151.83053487595,16.9422215906544
1985,Northeast US Fall,Enchelyopus cimbrius,42.6355167923671,0.204206745320721,-68.860690594417,0.379679284561969,158.431275012057,17.7999508338294
1986,Northeast US Fall,Enchelyopus cimbrius,43.304220405649,0.216149736651187,-68.1754640346933,0.25794450231429,177.623365576005,14.9172679988844
1987,Northeast US Fall,Enchelyopus cimbrius,43.2681882692877,0.223200453477863,-69.0982921542797,0.319390791401496,135.576242067594,14.8694199407697
1988,Northeast US Fall,Enchelyopus cimbrius,42.3707073609002,0.207030573191659,-69.554623177892,0.341136903401181,116.161681178411,19.4861667117713
1989,Northeast US Fall,Enchelyopus cimbrius,42.4779767259186,0.2233163351314,-69.7474401492778,0.281750891444457,109.37837939767,17.3556271484204
1990,Northeast US Fall,Enchelyopus cimbrius,42.4556213945176,0.268716759470637,-69.6898351100627,0.253155149167861,105.737590155871,13.8424797845438
1991,Northeast US Fall,Enchelyopus cimbrius,42.8640168172647,0.269100898440243,-69.5703863143552,0.398261480456172,118.660804558042,22.2119747747483
1992,Northeast US Fall,Enchelyopus cimbrius,42.1170768464661,0.411073920298184,-69.1651284388382,0.613727885188741,105.795306570627,13.6481639648076
1993,Northeast US Fall,Enchelyopus cimbrius,42.9328642665074,0.299096251524917,-69.2337473246526,0.296944066968103,131.07700399774,15.9040310462298
1994,Northeast US Fall,Enchelyopus cimbrius,41.8950566037759,0.52165171789081,-69.9182570322889,0.921929718767517,103.067007802395,25.7819774823173
1995,Northeast US Fall,Enchelyopus cimbrius,42.3783237705851,0.416067410870501,-70.3209903577921,0.268443224590162,82.2966482343301,28.3264011229072
1996,Northeast US Fall,Enchelyopus cimbrius,43.1555092097651,0.52344561763146,-67.6490239170981,0.868653347875229,147.570008997117,18.7220430879038
1997,Northeast US Fall,Enchelyopus cimbrius,40.6485231858141,0.738138057091934,-71.6983209205235,0.806007071605492,82.9451820458936,13.023751473649
1998,Northeast US Fall,Enchelyopus cimbrius,42.4150770432106,0.199791229623896,-68.9825580555716,0.242968368728607,161.439211335635,14.2535233962656
1999,Northeast US Fall,Enchelyopus cimbrius,41.8440743613768,0.437773509945372,-69.1630635086498,0.316888750580127,81.5517338007227,3.43618699591188
2000,Northeast US Fall,Enchelyopus cimbrius,41.7942529430306,0.139495810705948,-68.9695400264928,0.155106671623899,149.153532892123,19.1783251414848
2001,Northeast US Fall,Enchelyopus cimbrius,42.476323832178,0.479524624121881,-68.9067839816359,0.212616114249142,153.418256613969,14.6560183944843
2002,Northeast US Fall,Enchelyopus cimbrius,41.2834808500677,0.379920114432207,-69.2429784760495,0.434490110147168,127.69846288968,23.0911950881302
2003,Northeast US Fall,Enchelyopus cimbrius,41.7728428145939,0.379322361707245,-69.4826482036589,0.578407767806714,119.385336918147,19.733296193853
2004,Northeast US Fall,Enchelyopus cimbrius,41.2192485746405,0.587297592754287,-70.2948135835419,0.791287347226864,105.798097815285,24.1079183057399
2005,Northeast US Fall,Enchelyopus cimbrius,42.4526595643156,0.578511450641758,-68.7113690198839,0.304714444798845,133.974144881556,29.223715126622
2006,Northeast US Fall,Enchelyopus cimbrius,41.9516901073659,0.238839119040517,-68.719239208417,0.463667861990101,155.681604676442,26.1673218084617
2007,Northeast US Fall,Enchelyopus cimbrius,41.9887224794356,0.630278189783955,-69.0953760850407,0.448001058482508,114.077200162092,21.3745318941218
2008,Northeast US Fall,Enchelyopus cimbrius,43.161700228896,0.414084843425209,-67.8493309440116,0.728576795804884,178.214807700916,45.8133117329151
2009,Northeast US Fall,Enchelyopus cimbrius,42.760318774273,0.276248105226092,-68.4450004528101,0.27559420492098,170.084548086091,12.4158468030845
2010,Northeast US Fall,Enchelyopus cimbrius,41.7756616116396,0.415021070510678,-69.3915154549627,0.318133577173305,117.536413989372,14.4507786962188
2011,Northeast US Fall,Enchelyopus cimbrius,42.3959831067156,0.311843526414717,-68.8534476295795,0.378679133060447,145.847070861725,15.2766880745966
2012,Northeast US Fall,Enchelyopus cimbrius,42.1506943979156,0.331031532482126,-69.6201023314942,0.516152528008419,134.354880012152,17.5529360908149
2013,Northeast US Fall,Enchelyopus cimbrius,42.294792386581,0.236515892129945,-68.6881246885052,0.262747211465626,170.204059975368,13.9214550105407
2014,Northeast US Fall,Enchelyopus cimbrius,42.5343285660329,0.261599802281063,-69.0318643734006,0.234921743430573,152.305649891526,12.6994954171015
2015,Northeast US Fall,Enchelyopus cimbrius,42.5261015245554,0.212486229134483,-68.2204577444518,0.274088141732372,160.297893772611,12.5568630314737
1967,Northeast US Fall,Etrumeus teres,38.950684773365,0.803020058497867,-73.607054637406,0.430779074898932,60.3997227587704,16.8637935756194
1968,Northeast US Fall,Etrumeus teres,40.4736246907497,0.542093578455989,-71.7571103964804,0.538688782787734,46.4934051586063,7.05290912634123
1969,Northeast US Fall,Etrumeus teres,40.7379415717826,0.267726947942945,-71.4912394239378,0.268351200905385,60.7007452702234,21.4193755970126
1970,Northeast US Fall,Etrumeus teres,39.1622721108157,0.822010956147534,-72.3341999439593,1.01248709015522,61.216052229006,7.07072994215888
1971,Northeast US Fall,Etrumeus teres,38.7117539883891,0.452419915367925,-73.9066010383755,0.502412825115967,43.6409553179908,7.42177028377615
1972,Northeast US Fall,Etrumeus teres,40.3957809010012,0.150851764908684,-70.2226389030672,0.327941493160853,98.3690537618821,17.6008352621366
1973,Northeast US Fall,Etrumeus teres,39.7206792791392,0.539056041480708,-73.4347040279447,0.392596479494617,40.7699113655491,3.87710407426453
1974,Northeast US Fall,Etrumeus teres,40.8652471418919,NaN,-70.1104301621622,NaN,44.4391891891892,NaN
1975,Northeast US Fall,Etrumeus teres,40.851993681735,1.19452411633108,-70.1261363610668,1.41558756320125,44.742019645587,27.2938748858044
1976,Northeast US Fall,Etrumeus teres,40.4111601214931,0.607030950653924,-69.6870903594906,0.846247781351857,78.0869494433976,10.2253772826016
1977,Northeast US Fall,Etrumeus teres,36.459243988297,0.545390783732103,-74.9294211675172,0.47410915390978,40.8344354641719,8.23243006152313
1978,Northeast US Fall,Etrumeus teres,39.8995438980106,1.54005365866077,-71.8923906580015,1.26243646181455,70.7704058907575,10.57417792118
1979,Northeast US Fall,Etrumeus teres,40.4212618742487,0.503109784805073,-69.6811188724454,0.723618522929067,77.2573279953718,6.40110324717674
1980,Northeast US Fall,Etrumeus teres,41.6756880275345,0.747890853951699,-70.1473096592215,1.06627779370169,122.811054333894,18.8747250530075
1981,Northeast US Fall,Etrumeus teres,36.9887723121646,0.920484010600222,-74.3551600001414,0.978258765901406,36.3270511260216,1.88043651584983
1982,Northeast US Fall,Etrumeus teres,40.3569117026893,1.23152101668727,-71.5229445196498,1.05493533317957,72.410984784842,10.9201915580547
1983,Northeast US Fall,Etrumeus teres,40.1938774971286,0.3262693387553,-73.0461103408175,0.440607522429001,41.138217662994,2.60253474511876
1984,Northeast US Fall,Etrumeus teres,40.1709071709168,0.326343910316248,-73.0805657614208,0.730814491529719,41.6369857785209,19.3033484961903
1985,Northeast US Fall,Etrumeus teres,40.074437130187,0.362201558436331,-72.5548997198724,0.591360629388488,51.7394622322499,11.6824963281495
1986,Northeast US Fall,Etrumeus teres,39.4380858037247,0.373939821131423,-73.3335955973029,0.454285673865301,48.6778637754247,9.60814102195207
1987,Northeast US Fall,Etrumeus teres,39.2634851966554,0.36813524487369,-73.7101613476684,0.302740522082745,40.8918860875651,3.17475047646944
1988,Northeast US Fall,Etrumeus teres,40.8009905146395,0.135765692181245,-70.1221592225835,0.341940602911423,48.4215742642545,8.39370670437593
1989,Northeast US Fall,Etrumeus teres,36.0955515469197,0.505985193407201,-75.1699221500125,0.604057576415416,34.9276769929329,2.89207458522931
1990,Northeast US Fall,Etrumeus teres,40.3359157524947,0.361829574787582,-70.1532999392306,0.817067879433193,73.4888303081334,7.60619795031548
1991,Northeast US Fall,Etrumeus teres,38.8793367357684,1.07057723731773,-72.0312869162563,1.37343432602959,60.2434905168857,8.22328242881118
1992,Northeast US Fall,Etrumeus teres,40.5050127068253,0.129840115841773,-69.6946507078114,0.149860333334175,73.8840004791254,10.6128602284164
1993,Northeast US Fall,Etrumeus teres,40.6760741448585,0.202395433884411,-70.8602777267617,0.611077814933277,58.8040841075405,10.2781652702827
1994,Northeast US Fall,Etrumeus teres,38.9524709333584,1.09831646154915,-72.9468224721376,0.765194812274339,57.789013153669,9.87382659862505
1995,Northeast US Fall,Etrumeus teres,38.2933448316809,0.431869728518575,-73.9618266932825,0.419280902029679,56.3636203999241,8.27217750359663
1996,Northeast US Fall,Etrumeus teres,37.7091164116641,0.479799846433306,-74.6287763813671,0.435011458912028,38.6181940566706,4.93414185486478
1997,Northeast US Fall,Etrumeus teres,38.9394536676235,0.979454286967036,-72.7807378565232,0.845402639690909,60.494848958008,8.78183816944028
1998,Northeast US Fall,Etrumeus teres,37.859712725774,0.5715369876703,-74.2663983388391,0.694528137419631,59.5001384928361,21.247391967736
1999,Northeast US Fall,Etrumeus teres,37.5484875805283,0.341943823075021,-74.4970782236329,0.296803215326292,70.0784328472934,7.25903284907894
2000,Northeast US Fall,Etrumeus teres,39.2124318533855,0.696210322025384,-73.1938421255847,0.675503697865277,47.8160961384329,6.1215836925823
2001,Northeast US Fall,Etrumeus teres,39.3454493338095,0.641393348635621,-73.5990519858333,0.45854327437709,40.9063375286146,4.16513625260239
2002,Northeast US Fall,Etrumeus teres,37.7706971593943,0.34388855341919,-74.7696989070994,0.215724731262574,36.2017546762217,1.28582797977963
2003,Northeast US Fall,Etrumeus teres,38.3142813057904,0.596024083562228,-74.4920463030881,0.315845852377464,38.3452067828987,2.2982664957578
2004,Northeast US Fall,Etrumeus teres,40.8899800721409,0.237372605083547,-71.0238337037934,0.650494108249974,43.3632566442355,0.795893015686865
2005,Northeast US Fall,Etrumeus teres,39.6335135239771,1.53760944985794,-71.7055081580802,1.97481622767283,41.1561346487226,4.06751495621506
2006,Northeast US Fall,Etrumeus teres,40.9575500704225,NA,-71.5239726408451,NA,42.7887323943662,NA
2007,Northeast US Fall,Etrumeus teres,40.9104957922617,2.48624973682417,-71.5557636800397,1.67977208280327,43.1164386012775,17.3153112221717
2008,Northeast US Fall,Etrumeus teres,40.0217780597803,1.06971268355226,-72.3944059661431,0.999397634905459,40.7007291845214,2.41277968931677
2009,Northeast US Fall,Etrumeus teres,37.5381833501333,0.467716289847058,-74.8147764122199,0.343033746036948,38.6335181764822,7.2995198150679
2010,Northeast US Fall,Etrumeus teres,39.650583467486,0.207182351360065,-72.6709935292382,0.238616493405365,72.6638999081129,5.94499639068516
2011,Northeast US Fall,Etrumeus teres,39.9940155848529,0.297383632196198,-72.0304633549198,0.374659357862597,67.0704063664215,4.37029193155582
2012,Northeast US Fall,Etrumeus teres,37.495375292811,0.799768308136707,-73.965557152577,0.732791982935662,46.1020078580415,7.0557334284883
2013,Northeast US Fall,Etrumeus teres,40.1161605891478,0.792399939915958,-73.1227962197482,0.368438348226586,41.5629515280321,7.15236448761542
2014,Northeast US Fall,Etrumeus teres,37.3324595845819,0.363581954002217,-74.6364701209028,0.0967939655638052,72.9180872548693,11.4206632643372
2015,Northeast US Fall,Etrumeus teres,38.4055404007961,0.647462660093002,-73.6517562246696,0.455991668850841,62.9991914958443,6.61996339994611
1967,Northeast US Fall,Gadus morhua,41.9841718230645,0.211047444287383,-68.9012788588984,0.329462466185821,121.353911951673,13.4448261596955
1968,Northeast US Fall,Gadus morhua,42.304028961954,0.194013532659325,-69.0362844040504,0.322782408995752,155.334687628981,14.2777771362892
1969,Northeast US Fall,Gadus morhua,42.5256532906303,0.223518192516798,-68.7056241049778,0.313114888987317,149.099296000257,13.9182015036799
1970,Northeast US Fall,Gadus morhua,42.5037073075499,0.196752662548893,-68.5330402140073,0.215247352269941,153.160799268894,13.2166040949138
1971,Northeast US Fall,Gadus morhua,42.4959021158263,0.164659038961698,-68.58994389792,0.253281093830176,145.788290234673,12.7656596665162
1972,Northeast US Fall,Gadus morhua,42.4690436590428,0.211571171631307,-68.4072417022325,0.278938981131475,126.717644904236,14.8075755746196
1973,Northeast US Fall,Gadus morhua,41.9717373868304,0.171124542271347,-68.4409665694169,0.256094525338594,129.403452787189,13.8246514083205
1974,Northeast US Fall,Gadus morhua,42.0689391032627,0.23340906552554,-68.4858275358363,0.245812878540897,118.948465085795,13.808027636558
1975,Northeast US Fall,Gadus morhua,41.7141004418692,0.207718439722856,-69.0591554115336,0.283483897812231,95.7613769351773,14.2961060190499
1976,Northeast US Fall,Gadus morhua,42.2031313114596,0.196929516556577,-68.6207227398601,0.254104903544051,131.627372807457,13.0716129242981
1977,Northeast US Fall,Gadus morhua,42.2503244268362,0.188027792592124,-68.3441048596848,0.244462561125205,128.783216760532,12.8421159099934
1978,Northeast US Fall,Gadus morhua,42.1015604189722,0.180127979985279,-68.2491590652533,0.256471599401942,122.035833516979,13.2503212539602
1979,Northeast US Fall,Gadus morhua,42.1465009669175,0.174032059224316,-68.2407595255531,0.263557954237968,134.611268317757,14.7073118467878
1980,Northeast US Fall,Gadus morhua,42.5416372692526,0.205997420304402,-68.4026205248648,0.298505301256537,137.770655798315,12.452478518194
1981,Northeast US Fall,Gadus morhua,42.2073662925804,0.183050653313798,-68.4299571733301,0.295373172927868,125.61273009632,13.6489667961283
1982,Northeast US Fall,Gadus morhua,42.0332274074572,0.26357548517819,-69.6668778676999,0.25451687639561,98.0722422366228,11.8322343574859
1983,Northeast US Fall,Gadus morhua,42.5487774913593,0.177209390711249,-68.6690957271884,0.24108494262931,164.398953013979,13.0072993262733
1984,Northeast US Fall,Gadus morhua,42.2569189656672,0.182125766355885,-68.0485888190855,0.271057138085966,171.288267795288,16.0286302775109
1985,Northeast US Fall,Gadus morhua,42.3961668297386,0.187407307180325,-68.3383884984445,0.261157321797539,157.484971838131,16.8176741773561
1986,Northeast US Fall,Gadus morhua,42.7353662219348,0.20433299046398,-68.2639868557348,0.332615228867337,144.919075755188,13.1038307750871
1987,Northeast US Fall,Gadus morhua,41.788874823316,0.290276128534651,-68.5635321972907,0.292712987017351,111.973716941374,14.5262186147631
1988,Northeast US Fall,Gadus morhua,42.0304919693098,0.211948144627487,-67.3397457432915,0.273619271893464,124.783355505239,15.5226166501826
1989,Northeast US Fall,Gadus morhua,42.0728347018761,0.181424294833389,-67.6932015516003,0.415507287198242,116.671209930394,17.4807436848142
1990,Northeast US Fall,Gadus morhua,42.1179105126641,0.223915938682921,-68.4341710534861,0.237847018035774,129.98793510924,16.5111444951003
1991,Northeast US Fall,Gadus morhua,42.6312133164528,0.250697842814527,-68.3864982342207,0.299364556328478,143.92725018503,18.2860063780284
1992,Northeast US Fall,Gadus morhua,42.4664812069912,0.23914673914464,-67.8915695411876,0.369429856104672,138.378146541105,16.7554078947138
1993,Northeast US Fall,Gadus morhua,42.2026506417879,0.229277275902865,-68.4122198433091,0.392225178656191,119.382504441142,13.7777772716821
1994,Northeast US Fall,Gadus morhua,41.6191299327531,0.478843107240734,-68.9590706805835,0.448637270213485,102.921470057137,16.4622350215008
1995,Northeast US Fall,Gadus morhua,42.7696902109118,0.295985619803238,-67.7534520552537,0.237754055091243,155.322947766975,24.038294911023
1996,Northeast US Fall,Gadus morhua,42.5708565914842,0.237648931020415,-68.313770290923,0.259003229727048,155.226773320108,13.6915072681111
1997,Northeast US Fall,Gadus morhua,41.9036679600515,0.47500320138634,-68.6478936457111,0.601475249696235,109.612212087858,33.8299742964759
1998,Northeast US Fall,Gadus morhua,42.7062730405345,0.274244222170418,-68.0854545061445,0.408727395064167,136.90451808591,15.714550924104
1999,Northeast US Fall,Gadus morhua,42.3078840509903,0.22344093375887,-68.9720832893911,0.20759458823939,164.487575037715,9.32936003830086
2000,Northeast US Fall,Gadus morhua,42.6625279158553,0.373720771607946,-67.5662607130571,0.410682976091953,181.311331566343,15.5735344304849
2001,Northeast US Fall,Gadus morhua,42.4390655049656,0.569083061821541,-69.03986102438,0.0909139639926106,136.097460049119,29.2587668337172
2002,Northeast US Fall,Gadus morhua,41.9707053268824,0.339589852476167,-68.9128585639953,0.241081519646399,110.159367019921,24.3508235818571
2003,Northeast US Fall,Gadus morhua,42.4345215157894,0.366072353659846,-68.5624049582238,0.3835008541644,137.619482819808,19.7191419637244
2004,Northeast US Fall,Gadus morhua,42.0809790103218,0.2017295866297,-67.8266932449641,0.371922878947783,177.042970690793,28.4218579268336
2005,Northeast US Fall,Gadus morhua,41.6978302202265,0.321199215846912,-69.0852923796506,0.4547843774825,99.009328210878,29.9730282455428
2006,Northeast US Fall,Gadus morhua,42.3067288906802,0.24944189325964,-69.4946552297428,0.340920633019206,132.632063117432,18.3660948876326
2007,Northeast US Fall,Gadus morhua,42.300683415518,0.341189436907893,-69.6449254627824,0.299744422134734,110.321380776175,24.2074927272184
2008,Northeast US Fall,Gadus morhua,42.0980031935947,0.357521939894444,-69.0872477623263,0.349042738416098,104.383099190326,20.5770373843931
2009,Northeast US Fall,Gadus morhua,42.0236836029622,0.297861885654318,-68.9373217809,0.377538458896038,110.03409452559,14.9915748082559
2010,Northeast US Fall,Gadus morhua,42.368338983656,0.296645574979398,-69.2549701124969,0.253145279674422,118.161885074811,22.7048927025194
2011,Northeast US Fall,Gadus morhua,41.9074968211386,0.288357238362355,-69.3243352483005,0.363495818123768,85.3414874117864,20.9616630788678
2012,Northeast US Fall,Gadus morhua,42.2308388413137,0.197459402227925,-68.7292122122268,0.546112919650018,122.651815866401,21.7319249854755
2013,Northeast US Fall,Gadus morhua,41.8779019518896,0.204992090786753,-67.4100218991408,0.540343996407709,90.9806007268616,15.1814284683029
2014,Northeast US Fall,Gadus morhua,42.8281104426812,0.194999811720302,-68.6309927215177,0.302855620352766,168.396264576424,15.0681212102779
2015,Northeast US Fall,Gadus morhua,42.6438569238661,0.215431953589708,-67.9106470243712,0.27870709835365,184.872579310936,16.1644882243522
1967,Northeast US Fall,Glyptocephalus cynoglossus,42.5750063510219,0.240471908683607,-68.8808806192496,0.266058636010235,151.530663161043,11.5346967690343
1968,Northeast US Fall,Glyptocephalus cynoglossus,42.4332268341357,0.293755005924552,-68.9098751131764,0.337751150416623,154.055904600653,13.0983855218654
1969,Northeast US Fall,Glyptocephalus cynoglossus,43.0304667310347,0.160099316216422,-68.6333351545147,0.231711186953155,163.871814756314,9.49111870701985
1970,Northeast US Fall,Glyptocephalus cynoglossus,42.5526517732382,0.237576259536324,-68.8978113635644,0.269949651098873,160.526854971419,9.53079324820426
1971,Northeast US Fall,Glyptocephalus cynoglossus,42.904522372027,0.220640336504856,-68.7674255193328,0.227273055166906,162.199168494718,9.97989399937972
1972,Northeast US Fall,Glyptocephalus cynoglossus,42.0387196559399,0.274736190871434,-69.0462195215853,0.28078847362695,128.548565512485,11.9295968510383
1973,Northeast US Fall,Glyptocephalus cynoglossus,42.598955457696,0.248850899887662,-68.6586319653542,0.263626215900743,154.862113473135,9.65687122511608
1974,Northeast US Fall,Glyptocephalus cynoglossus,42.7039515549308,0.185386139778495,-68.4208732848836,0.270282523590389,179.482343045894,12.3137962450344
1975,Northeast US Fall,Glyptocephalus cynoglossus,42.5807165929261,0.257498420628954,-68.3521851003315,0.280393690570296,145.90438749171,11.7347129393881
1976,Northeast US Fall,Glyptocephalus cynoglossus,42.4496324406142,0.218358256789761,-68.7363810861754,0.282739917859372,156.536293025993,13.3865035361275
1977,Northeast US Fall,Glyptocephalus cynoglossus,42.7595005255568,0.206455300998273,-69.0669142567387,0.286405175789206,137.489184637765,12.3555503737773
1978,Northeast US Fall,Glyptocephalus cynoglossus,42.7063563522616,0.203972424289398,-68.7433078039505,0.234397882007249,146.506748622744,11.0373283329873
1979,Northeast US Fall,Glyptocephalus cynoglossus,42.7240352601643,0.260145469596694,-68.6265968224718,0.306243114289393,153.802744231926,12.0788035820222
1980,Northeast US Fall,Glyptocephalus cynoglossus,43.0576779630842,0.19868509162071,-68.3583255942446,0.295538099948553,167.212446044177,9.6557912597491
1981,Northeast US Fall,Glyptocephalus cynoglossus,42.7047056024597,0.260962758755038,-68.6483247038508,0.33173900318795,168.126440005904,12.8185695482005
1982,Northeast US Fall,Glyptocephalus cynoglossus,42.3273090813549,0.47438854974242,-68.3621775134617,0.363257236869304,150.318627564642,22.5328976433338
1983,Northeast US Fall,Glyptocephalus cynoglossus,42.4356845387941,0.208661251697974,-69.1793192768667,0.351643156792713,137.655966600413,17.7607944249543
1984,Northeast US Fall,Glyptocephalus cynoglossus,42.8763611931357,0.157260140836693,-68.6921602660289,0.346272755928892,168.383161692252,15.0019746043297
1985,Northeast US Fall,Glyptocephalus cynoglossus,42.7810580613391,0.250286067321139,-68.6048767626893,0.343128097272156,175.155124746975,13.7058146748036
1986,Northeast US Fall,Glyptocephalus cynoglossus,42.9797499658838,0.176083888549594,-68.7757722412529,0.295749289164244,155.036809294874,12.8071242367875
1987,Northeast US Fall,Glyptocephalus cynoglossus,42.5982186498701,0.398934380224328,-68.5219372485194,0.305057165454487,129.317720837719,11.652452427155
1988,Northeast US Fall,Glyptocephalus cynoglossus,43.2362457006581,0.233022569307641,-67.9333067866547,0.440917112850804,154.507281797388,15.7242990174554
1989,Northeast US Fall,Glyptocephalus cynoglossus,42.1564207790166,0.323015377486664,-68.708860561857,0.214431351250981,138.891184843681,13.3848076163501
1990,Northeast US Fall,Glyptocephalus cynoglossus,42.4660463587716,0.322921880275962,-68.6497430742826,0.318020358140755,118.111419445138,13.714325111238
1991,Northeast US Fall,Glyptocephalus cynoglossus,43.0336775600702,0.193570464177534,-68.6490344195297,0.301796126738396,161.476828381794,13.8766201937645
1992,Northeast US Fall,Glyptocephalus cynoglossus,42.6952749567565,0.297289491257852,-68.4464907453228,0.351626914732571,167.182822223341,11.302793800433
1993,Northeast US Fall,Glyptocephalus cynoglossus,42.4646714709944,0.343235286653984,-68.6918476011377,0.342708007766315,126.637361240052,10.7008304519052
1994,Northeast US Fall,Glyptocephalus cynoglossus,42.3455874143919,0.223065722869171,-67.9260062498369,0.412454771218024,191.448577960352,18.7748941561314
1995,Northeast US Fall,Glyptocephalus cynoglossus,43.16599529135,0.187438357119908,-68.7907364035541,0.199099058981991,159.859804139924,9.46871707625891
1996,Northeast US Fall,Glyptocephalus cynoglossus,42.3069742051684,0.291511825567918,-68.4609443349898,0.45627871056278,168.914857243734,16.615188698105
1997,Northeast US Fall,Glyptocephalus cynoglossus,42.2214924473706,0.180651565249245,-68.4716980510157,0.356123122952129,148.370887911317,16.3912287488335
1998,Northeast US Fall,Glyptocephalus cynoglossus,42.0437495361939,0.286822175358872,-68.0684697229401,0.261957541975794,144.674821961974,14.4242456588943
1999,Northeast US Fall,Glyptocephalus cynoglossus,42.2618955658674,0.239558825117562,-68.506847368467,0.358628213018668,167.485432663777,14.1724591882766
2000,Northeast US Fall,Glyptocephalus cynoglossus,42.2247237563095,0.287325592082722,-68.5904143877744,0.411133344275107,158.014170734112,13.7355922871275
2001,Northeast US Fall,Glyptocephalus cynoglossus,43.2350217369752,0.199750900096555,-68.7964471876355,0.332944070642225,158.975549604718,13.2602131088825
2002,Northeast US Fall,Glyptocephalus cynoglossus,41.5095086767214,0.313173946893999,-69.0864928079868,0.579238750260492,143.078888849294,20.5104073601332
2003,Northeast US Fall,Glyptocephalus cynoglossus,42.6206663900682,0.303703006244518,-69.2854179842302,0.329586478644378,140.053934389817,15.3765881346989
2004,Northeast US Fall,Glyptocephalus cynoglossus,42.3429711454328,0.386997700628193,-68.5544337615814,0.554297698304226,163.154869235597,16.4078912448435
2005,Northeast US Fall,Glyptocephalus cynoglossus,41.1540993006752,0.417821248541348,-70.3441547516468,0.828166660195633,105.048527759388,21.1462149532033
2006,Northeast US Fall,Glyptocephalus cynoglossus,42.2362897030173,0.423510980550805,-69.4363004177409,0.542269820527359,146.732984447042,24.2988059382427
2007,Northeast US Fall,Glyptocephalus cynoglossus,43.3276106433537,0.398968241869194,-68.6284711645309,0.379276942440967,151.706904172832,15.7198129717451
